name,position,pro_team,PTS,BLK,STL,AST,REB,TO,FGM,FGA,FTM,FTA,3PTM,3PTA,FG%,FT%,3PT%,MPG,MIN
Wayne Ellington,SG,DET,8.614035087719298,0.10526315789473684,0.7017543859649122,1.1929824561403508,2.192982456140351,0.5964912280701754,2.8947368421052633,7.4,0.5789473684210527,0.7,2.245614035087719,6.0,0.392,0.829,0.374,21.9,21.9
Cheick Diallo,PF,PHO,5.305084745762712,0.4067796610169492,0.3050847457627119,0.5084745762711864,3.8983050847457625,0.6949152542372882,2.2542372881355934,3.6,0.7966101694915254,1.0,,,0.624,0.796,0.37,12.0,12.0
Damyean Dotson,SG,CLE,7.915254237288136,0.1016949152542373,0.5932203389830508,1.4067796610169492,2.593220338983051,0.5932203389830508,2.9661016949152543,7.1,0.6440677966101694,0.9,1.3389830508474576,3.7,0.417,0.714,0.363,20.6,20.6
Talen Horton-Tucker,SG,LAL,,,,,,,,,,,,,,,,,
Theo Maledon,PG,OKC,,,,,,,,,,,,,,,,,
Iman Shumpert,SF,BKN,5.5476190476190474,0.30952380952380953,0.8095238095238095,1.3095238095238095,2.5,0.6904761904761905,2.0238095238095237,5.5,0.4523809523809524,0.6,1.0476190476190477,3.2,0.367,0.747,0.327,19.1,19.1
Allonzo Trier,SG,NYK,10.636363636363637,0.2,0.4,1.8,2.709090909090909,1.709090909090909,3.5272727272727273,7.7,2.6363636363636362,3.3,0.9454545454545454,2.5,0.457,0.8,0.379,21.5,21.5
James Ennis III,SF,ORL,6.428571428571429,0.30158730158730157,0.6031746031746031,0.7936507936507936,3.2063492063492065,0.6984126984126984,2.253968253968254,5.0,1.0952380952380953,1.4000000000000001,0.8253968253968254,2.4,0.452,0.784,0.341,19.2,19.2
Solomon Hill,SF,ATL,5.120689655172414,0.20689655172413793,0.603448275862069,1.706896551724138,3.0,0.7931034482758621,1.793103448275862,4.5,0.5689655172413793,0.7999999999999999,0.9655172413793104,2.6999999999999997,0.397,0.71,0.359,18.9,18.900000000000002
Tony Bradley,C,PHL,,,,,,,,,,,,,,,,,
PJ Dozier,PG,DEN,5.0227272727272725,0.29545454545454547,0.4090909090909091,1.5909090909090908,2.0,0.5909090909090909,2.1136363636363638,5.3,0.36363636363636365,0.6,0.4318181818181818,1.7,0.398,0.624,0.25,13.5,13.5
Kyle O'Quinn,C,PHL,4.482142857142857,0.8928571428571429,0.30357142857142855,1.5,4.107142857142857,0.8928571428571429,1.8571428571428572,3.5,0.6428571428571429,0.9,0.125,0.5,0.533,0.707,0.253,11.8,11.799999999999999
Marco Belinelli,SG,SAS,7.7936507936507935,0.09523809523809523,0.30158730158730157,1.3968253968253967,2.0952380952380953,0.6031746031746031,2.7142857142857144,6.8,0.9365079365079365,1.0999999999999999,1.4285714285714286,3.9,0.399,0.857,0.365,18.5,18.5
Cody Martin,SF,CHA,5.610169491525424,0.2033898305084746,0.8983050847457628,2.2033898305084745,3.593220338983051,1.0,2.0847457627118646,4.8,0.9491525423728814,1.5,0.4915254237288136,1.8,0.435,0.634,0.27,20.7,20.7
Tony Parker,PG,CHA,,,,,,,,,,,,,,,,,
T.J. Leaf,PF,OKC,4.125,0.19642857142857142,0.19642857142857142,0.39285714285714285,2.6964285714285716,0.30357142857142855,1.7678571428571428,3.6,0.35714285714285715,0.6,0.23214285714285715,0.7000000000000001,0.493,0.604,0.337,10.4,10.4
Yogi Ferrell,SG,SAC,6.125,0.09375,0.5,1.796875,1.703125,0.59375,2.21875,5.3,0.859375,1.0,0.828125,2.4,0.42,0.857,0.342,16.1,16.1
Gary Payton II,PG,WAS,4.722222222222222,0.2962962962962963,1.2037037037037037,1.9074074074074074,3.0,0.7037037037037037,2.0185185185185186,4.8,0.18518518518518517,0.4,0.5,1.8,0.419,0.461,0.282,16.6,16.599999999999998
Kendrick Perkins,C,CLE,,,,,,,,,,,,,,,,,
Sterling Brown,SG,HOU,5.275862068965517,0.20689655172413793,0.5,1.103448275862069,3.293103448275862,0.7068965517241379,1.9655172413793103,4.8,0.5344827586206896,0.7000000000000001,0.8103448275862069,2.4,0.41,0.761,0.335,15.7,15.700000000000001
Zaza Pachulia,C,DET,,,,,,,,,,,,,,,,,
Bruno Fernando,C,ATL,4.796296296296297,0.2962962962962963,0.4074074074074074,1.0,3.9074074074074074,0.7962962962962963,2.0555555555555554,3.9,0.5925925925925926,1.0,0.09259259259259259,0.7,0.526,0.586,0.142,13.9,13.9
Ignas Brazdeikis,PF,NYK,,,,,,,,,,,,,,,,,
Chandler Parsons,SF,ATL,7.60377358490566,0.3018867924528302,0.7924528301886793,1.7924528301886793,2.69811320754717,1.2075471698113207,2.811320754716981,7.1000000000000005,0.6415094339622641,0.7999999999999999,1.3396226415094339,3.9,0.395,0.792,0.343,20.1,20.099999999999998
Patrick McCaw,SG,TOR,4.063492063492063,0.09523809523809523,0.9047619047619048,1.6984126984126984,1.9047619047619047,0.6984126984126984,1.5873015873015872,3.8000000000000003,0.38095238095238093,0.5,0.5079365079365079,1.5999999999999999,0.417,0.767,0.315,20.3,20.3
Wenyen Gabriel,SF,NOP,3.5238095238095237,0.30158730158730157,0.6031746031746031,0.5079365079365079,2.6031746031746033,0.9047619047619048,1.1746031746031746,2.6,0.8095238095238095,1.0999999999999999,0.36507936507936506,1.0999999999999999,0.449,0.737,0.329,11.9,11.9
Patric Young,C,NOP,,,,,,,,,,,,,,,,,
Georges Niang,PF,UTA,5.15625,0.09375,0.203125,0.59375,1.703125,0.40625,1.84375,4.0,0.34375,0.4,1.125,2.7,0.461,0.852,0.415,11.7,11.7
Keita Bates-Diop,SF,SAS,6.056603773584905,0.5094339622641509,0.5094339622641509,0.6981132075471698,2.792452830188679,0.39622641509433965,2.169811320754717,5.1000000000000005,1.0377358490566038,1.5,0.6792452830188679,2.1999999999999997,0.426,0.698,0.311,16.9,16.900000000000002
Quinndary Weatherspoon,SG,SAS,,,,,,,,,,,,,,,,,
Amar'e Stoudemire,PF,MIA,,,,,,,,,,,,,,,,,
Bruno Caboclo,SF,HOU,4.814814814814815,0.7037037037037037,0.4074074074074074,0.7962962962962963,3.0,0.5925925925925926,1.7962962962962963,4.3,0.5925925925925926,0.7,0.6296296296296297,2.1,0.417,0.834,0.299,14.1,14.1
Michael Beasley,PF,BKN,,,,,,,,,,,,,,,,,
Kadeem Allen,PG,NYK,6.25,0.19642857142857142,0.6071428571428571,2.607142857142857,1.6071428571428572,1.0,2.2142857142857144,5.0,1.2678571428571428,1.7,0.5535714285714286,1.5,0.442,0.742,0.369,14.8,14.799999999999999
Theo Pinson,SG,NYK,4.830508474576271,0.1016949152542373,0.5084745762711864,1.5932203389830508,1.694915254237288,1.0,1.7966101694915255,4.6,0.6101694915254238,0.7,0.6271186440677966,2.5,0.39,0.862,0.252,11.3,11.3
Tim Frazier,PG,DET,5.054545454545455,0.10909090909090909,0.6,4.4,2.4,1.509090909090909,1.8545454545454545,4.5,0.7818181818181819,1.0,0.5636363636363636,1.6,0.411,0.774,0.355,18.4,18.4
Gerald Green,SG,HOU,,,,,,,,,,,,,,,,,
Daniel Oturu,C,LAC,,,,,,,,,,,,,,,,,
Admiral Schofield,SF,OKC,,,,,,,,,,,,,,,,,
Skal Labissiere,PF,NYK,6.074074074074074,0.7962962962962963,0.2962962962962963,1.0925925925925926,4.407407407407407,0.9074074074074074,2.4814814814814814,4.9,0.9074074074074074,1.2,0.2037037037037037,0.6,0.506,0.75,0.329,16.3,16.3
Chris Silva,PF,MIA,3.8545454545454545,0.6,0.3090909090909091,0.7090909090909091,3.6,1.0,1.3636363636363635,2.3,1.1272727272727272,1.6,,0.1,0.596,0.701,0.009,10.1,10.1
D.J. Wilson,PF,MIL,3.9767441860465116,0.3023255813953488,0.20930232558139536,0.7906976744186046,2.9069767441860463,0.5116279069767442,1.5116279069767442,3.6999999999999997,0.3488372093023256,0.6,0.6046511627906976,1.9000000000000001,0.41,0.581,0.315,12.2,12.200000000000001
Tremont Waters,PG,BOS,4.129032258064516,0.1935483870967742,0.6129032258064516,1.5161290322580645,1.096774193548387,1.1935483870967742,1.5161290322580645,4.300000000000001,0.7096774193548387,0.7,0.3870967741935484,2.0999999999999996,0.349,1.007,0.18,11.1,11.100000000000001
Patrick Patterson,PF,LAC,4.1875,0.203125,0.296875,0.59375,2.40625,0.40625,1.40625,3.6,0.453125,0.6,0.921875,2.5,0.392,0.767,0.369,13.4,13.4
Elie Okobo,PG,PHO,4.854838709677419,0.0967741935483871,0.5,2.306451612903226,1.8064516129032258,1.0,1.7096774193548387,4.300000000000001,0.8548387096774194,1.2000000000000002,0.5806451612903226,1.7999999999999998,0.396,0.714,0.324,15.6,15.600000000000001
Thabo Sefolosha,SF,HOU,3.517857142857143,0.19642857142857142,0.8035714285714286,0.6071428571428571,2.607142857142857,0.5,1.3571428571428572,3.0,0.26785714285714285,0.39999999999999997,0.5357142857142857,1.5,0.454,0.652,0.354,12.5,12.5
Robert Woodard II,SF,SAC,,,,,,,,,,,,,,,,,
Ty Jerome,PG,OKC,,,,,,,,,,,,,,,,,
Frank Mason III,PG,MIL,5.74,0.1,0.5,2.4,1.6,1.0,2.02,5.2,1.26,1.7,0.44,1.6,0.39,0.736,0.274,13.6,13.6
Alen Smailagic,PF,GSW,6.428571428571429,0.39285714285714285,0.30357142857142855,1.3928571428571428,3.0,1.1964285714285714,2.107142857142857,4.5,1.7678571428571428,2.1,0.44642857142857145,1.4000000000000001,0.469,0.845,0.318,15.5,15.5
Rade Zagorac,SG,MEM,,,,,,,,,,,,,,,,,
Dzanan Musa,SF,DET,4.5964912280701755,,0.40350877192982454,1.0,2.192982456140351,0.8947368421052632,1.543859649122807,4.3,1.0526315789473684,1.4,0.45614035087719296,2.0,0.36,0.75,0.231,12.5,12.5
Isaiah Hartenstein,PF,DEN,,,,,,,,,,,,,,,,,
Abdel Nader,SF,PHO,4.883333333333334,0.3,0.4,0.6,1.8,0.6,1.7333333333333334,4.0,0.75,1.0,0.6666666666666666,1.9,0.432,0.748,0.354,13.5,13.5
Tony Wroten,PG,MEM,,,,,,,,,,,,,,,,,
Damian Jones,C,PHO,4.444444444444445,0.6,0.4,0.6,2.911111111111111,0.4,1.7777777777777777,2.6,0.8666666666666667,1.2,0.022222222222222223,0.1,0.682,0.719,0.222,13.3,13.3
Ante Zizic,C,CLE,6.981132075471698,0.39622641509433965,0.3018867924528302,0.6981132075471698,4.69811320754717,0.9056603773584906,2.849056603773585,5.0,1.2830188679245282,1.8,,,0.569,0.712,,16.0,16.0
Chris Chiozza,PG,BKN,4.020833333333333,0.10416666666666667,0.7916666666666666,2.3958333333333335,1.8958333333333333,0.8958333333333334,1.5416666666666667,3.8000000000000003,0.10416666666666667,0.09999999999999999,0.8333333333333334,1.9000000000000001,0.406,1.0,0.441,12.7,12.700000000000001
Jerome Robinson,SG,WAS,5.344262295081967,0.29508196721311475,0.5081967213114754,1.3934426229508197,2.3934426229508197,0.8032786885245902,2.0655737704918034,5.1000000000000005,0.4262295081967213,0.6,0.7868852459016393,2.5,0.404,0.709,0.313,16.9,16.900000000000002
Raul Neto,PG,WAS,4.592592592592593,0.09259259259259259,0.4074074074074074,1.9074074074074074,1.2962962962962963,0.9074074074074074,1.7222222222222223,3.8,0.5740740740740741,0.7,0.5740740740740741,1.5,0.455,0.826,0.378,12.1,12.1
Caleb Martin,SF,CHA,5.277777777777778,0.3888888888888889,0.3888888888888889,1.1944444444444444,2.3055555555555554,1.0,2.0,4.6,0.5277777777777778,0.8,0.75,1.9000000000000001,0.436,0.677,0.399,18.3,18.299999999999997
Jordan McLaughlin,PG,MIN,5.5,0.10714285714285714,0.8928571428571429,3.107142857142857,1.1964285714285714,0.8035714285714286,2.0714285714285716,4.4,0.6428571428571429,0.9,0.7142857142857143,1.9000000000000001,0.47,0.708,0.376,14.4,14.4
Juan Toscano-Anderson,SF,GSW,,,,,,,,,,,,,,,,,
Nick Richards,C,CHA,,,,,,,,,,,,,,,,,
KZ Okpala,SF,MIA,,,,,,,,,,,,,,,,,
Shaun Livingston,PG,GSW,,,,,,,,,,,,,,,,,
Andrew Bogut,C,GSW,,,,,,,,,,,,,,,,,
Justin Wright-Foreman,PG,UTA,,,,,,,,,,,,,,,,,
Kobi Simmons,PG,CHA,,,,,,,,,,,,,,,,,
O.J. Mayo,SG,MIL,,,,,,,,,,,,,,,,,
Brandan Wright,PF,HOU,,,,,,,,,,,,,,,,,
JaKarr Sampson,PF,IND,5.553571428571429,0.5,0.39285714285714285,0.39285714285714285,2.892857142857143,0.39285714285714285,2.3214285714285716,4.0,0.7142857142857143,1.1,0.19642857142857142,0.7000000000000001,0.581,0.642,0.272,15.1,15.1
Stanley Johnson,SF,TOR,5.862068965517241,0.20689655172413793,0.7931034482758621,1.206896551724138,2.793103448275862,1.0,2.1379310344827585,5.7,0.8620689655172413,1.0999999999999999,0.7241379310344828,2.6,0.374,0.781,0.279,17.0,17.0
Justin Anderson,SF,PHL,5.169491525423729,0.3050847457627119,0.5084745762711864,0.5932203389830508,2.305084745762712,0.5084745762711864,1.8644067796610169,4.6,0.7288135593220338,1.0,0.711864406779661,2.3,0.406,0.725,0.306,13.0,13.0
Grant Riller,PG,CHA,,,,,,,,,,,,,,,,,
Wes Iwundu,SF,DAL,4.916666666666667,0.3,0.5,1.0,2.5,0.5,1.6666666666666667,4.1,1.2,1.5,0.38333333333333336,1.2,0.405,0.805,0.317,17.8,17.8
James Young,SG,NYK,,,,,,,,,,,,,,,,,
Kenneth Faried,PF,HOU,,,,,,,,,,,,,,,,,
Cameron Payne,PG,PHO,,,,,,,,,,,,,,,,,
Nigel Williams-Goss,PG,UTA,,,,,,,,,,,,,,,,,
Ron Baker,SG,WAS,,,,,,,,,,,,,,,,,
Matt Thomas,SG,TOR,,,,,,,,,,,,,,,,,
Alfonzo McKinnie,SF,LAL,5.17741935483871,0.1935483870967742,0.5,0.4032258064516129,3.5,0.5967741935483871,2.064516129032258,4.5,0.5,0.8,0.5483870967741935,1.9,0.46,0.63,0.291,16.1,16.1
Luka Samanic,PF,SAS,,,,,,,,,,,,,,,,,
Troy Daniels,SG,DEN,5.9298245614035086,0.10526315789473684,0.2982456140350877,0.5087719298245614,1.2982456140350878,0.40350877192982454,2.0526315789473686,5.1,0.38596491228070173,0.5,1.4385964912280702,3.8,0.402,0.763,0.38,14.5,14.5
Leandro Bolmaro,SG,MIN,,,,,,,,,,,,,,,,,
Khem Birch,C,ORL,4.15,0.5,0.4,0.8,4.2,0.5,1.55,2.9,1.05,1.6,,,0.536,0.652,,16.3,16.3
Rodney McGruder,SG,DET,5.0,0.2033898305084746,0.5084745762711864,1.1016949152542372,2.8983050847457625,0.5932203389830508,1.8983050847457628,4.7,0.4406779661016949,0.7,0.7627118644067796,2.3,0.405,0.629,0.331,18.4,18.4
Anthony Tolliver,PF,MEM,5.126984126984127,0.30158730158730157,0.30158730158730157,0.7936507936507936,2.9047619047619047,0.6031746031746031,1.619047619047619,4.1000000000000005,0.6825396825396826,0.9,1.2063492063492063,3.1999999999999997,0.395,0.767,0.375,17.3,17.3
Luol Deng,SF,MIN,,,,,,,,,,,,,,,,,
Edmond Sumner,SG,IND,4.035714285714286,0.30357142857142855,0.6071428571428571,1.1964285714285714,1.3035714285714286,0.6071428571428571,1.5714285714285714,3.9,0.5178571428571429,0.7999999999999999,0.375,1.4000000000000001,0.402,0.647,0.262,12.1,12.1
Brandon Goodwin,PG,ATL,5.783783783783784,0.10810810810810811,0.2972972972972973,1.5135135135135136,1.8918918918918919,0.8108108108108109,2.108108108108108,5.3,0.8378378378378378,0.8999999999999999,0.7297297297297297,2.4,0.397,0.921,0.304,12.1,12.1
Jonas Jerebko,PF,GSW,,,,,,,,,,,,,,,,,
Satnam Singh Bhamara,C,DAL,,,,,,,,,,,,,,,,,
Caleb Swanigan,PF,POR,3.1639344262295084,0.19672131147540983,0.19672131147540983,1.1967213114754098,4.295081967213115,1.5081967213114753,1.3442622950819672,2.8000000000000003,0.45901639344262296,0.7999999999999999,0.01639344262295082,0.19999999999999998,0.481,0.58,0.102,12.7,12.700000000000001
Ky Bowman,PG,LAC,6.3090909090909095,0.2,0.8,2.4,2.2,1.309090909090909,2.4727272727272727,5.9,0.6727272727272727,0.8,0.6909090909090909,2.0,0.419,0.84,0.346,18.7,18.7
Yuta Watanabe,SF,TOR,,,,,,,,,,,,,,,,,
Gary Clark,PF,ORL,3.1228070175438596,0.5087719298245614,0.19298245614035087,0.40350877192982454,2.4035087719298245,0.10526315789473684,1.0526315789473684,2.9000000000000004,0.19298245614035087,0.2,0.8245614035087719,2.5999999999999996,0.36,0.922,0.314,12.4,12.399999999999999
Jalen McDaniels,PF,CHA,5.617647058823529,0.20588235294117646,0.5882352941176471,0.7941176470588235,4.411764705882353,0.5882352941176471,2.176470588235294,4.7,0.7941176470588235,1.0,0.47058823529411764,1.5999999999999999,0.464,0.786,0.299,19.0,19.0
Matt Bonner,PF,SAS,,,,,,,,,,,,,,,,,
CJ Elleby,SG,POR,,,,,,,,,,,,,,,,,
Anderson Varejao,C,GSW,,,,,,,,,,,,,,,,,
Treveon Graham,SF,MIL,4.588235294117647,0.09803921568627451,0.39215686274509803,0.9019607843137255,2.607843137254902,0.5098039215686274,1.6274509803921569,4.5,0.6274509803921569,0.9,0.7058823529411765,2.4,0.361,0.695,0.295,17.7,17.7
Ryan Anderson,PF,HOU,4.732142857142857,0.10714285714285714,0.19642857142857142,0.6964285714285714,2.892857142857143,0.5,1.5892857142857142,4.0,0.6071428571428571,0.7999999999999999,0.9464285714285714,2.6999999999999997,0.398,0.768,0.349,15.2,15.200000000000001
Sim Bhullar,C,SAC,,,,,,,,,,,,,,,,,
Marial Shayok,SF,PHL,,,,,,,,,,,,,,,,,
Jonah Bolden,PF,PHO,,,,,,,,,,,,,,,,,
Courtney Lee,SG,DAL,6.384615384615385,0.19230769230769232,0.6923076923076923,1.1923076923076923,1.8076923076923077,0.5961538461538461,2.4038461538461537,5.300000000000001,0.6730769230769231,0.8,0.9038461538461539,2.3,0.454,0.85,0.392,17.6,17.6
Marcin Gortat,C,LAC,,,,,,,,,,,,,,,,,
Jahmi'us Ramsey,SG,SAC,,,,,,,,,,,,,,,,,
David Nwaba,SG,HOU,5.830188679245283,0.39622641509433965,0.6037735849056604,0.9056603773584906,3.0,0.6037735849056604,2.150943396226415,4.3999999999999995,1.1320754716981132,1.7,0.39622641509433965,1.0999999999999999,0.488,0.667,0.361,16.6,16.599999999999998
Tyler Bey,PF,DAL,,,,,,,,,,,,,,,,,
Tyson Chandler,C,HOU,,,,,,,,,,,,,,,,,
Walt Lemon Jr.,PG,IND,,,,,,,,,,,,,,,,,
Ekpe Udoh,C,UTA,,,,,,,,,,,,,,,,,
Jacob Evans,SG,NYK,3.3859649122807016,0.2982456140350877,0.2982456140350877,1.0,1.1929824561403508,0.7017543859649122,1.2280701754385965,3.5999999999999996,0.5964912280701754,0.7,0.3333333333333333,1.0,0.34,0.857,0.329,11.7,11.7
Mfiondu Kabengele,PF,LAC,,,,,,,,,,,,,,,,,
Darius Miller,SF,OKC,,,,,,,,,,,,,,,,,
Luc Mbah a Moute,SF,HOU,,,,,,,,,,,,,,,,,
Henry Ellenson,PF,TOR,3.857142857142857,,0.19642857142857142,0.6071428571428571,2.392857142857143,0.39285714285714285,1.3392857142857142,3.6,0.6428571428571429,0.7999999999999999,0.5357142857142857,1.5,0.372,0.797,0.358,9.1,9.1
Steve Novak,PF,MIL,,,,,,,,,,,,,,,,,
Rakeem Christmas,PF,IND,,,,,,,,,,,,,,,,,
Sam Merrill,SG,MIL,,,,,,,,,,,,,,,,,
Yam Madar,PG,BOS,,,,,,,,,,,,,,,,,
Georgios Papagiannis,C,POR,,,,,,,,,,,,,,,,,
Nate Wolters,PG,UTA,,,,,,,,,,,,,,,,,
Nikola Mirotic,PF,MIL,,,,,,,,,,,,,,,,,
Guerschon Yabusele,PF,BOS,,,,,,,,,,,,,,,,,
Darren Collison,PG,IND,,,,,,,,,,,,,,,,,
Charlie Villanueva,PF,DAL,,,,,,,,,,,,,,,,,
Terance Mann,SF,LAC,,,,,,,,,,,,,,,,,
Kostas Papanikolaou,PF,DEN,,,,,,,,,,,,,,,,,
Chris Clemons,PG,HOU,,,,,,,,,,,,,,,,,
Paul Reed,PF,PHL,,,,,,,,,,,,,,,,,
Beno Udrih,PG,DET,,,,,,,,,,,,,,,,,
Sam Dekker,PF,WAS,,,,,,,,,,,,,,,,,
C.J. Miles,SF,WAS,7.566037735849057,0.3018867924528302,0.6037735849056604,0.7924528301886793,1.7924528301886793,0.5094339622641509,2.452830188679245,6.8,1.0566037735849056,1.3,1.6037735849056605,4.7,0.362,0.81,0.342,17.1,17.099999999999998
Derrick Walton Jr.,PG,PHL,2.8518518518518516,0.09259259259259259,0.4074074074074074,1.5,1.0,0.2962962962962963,0.9259259259259259,2.1999999999999997,0.42592592592592593,0.5,0.5740740740740741,1.4,0.425,0.836,0.415,13.6,13.6
Tyrone Wallace,PG,ATL,4.214285714285714,0.10714285714285714,0.5,1.0,1.8928571428571428,0.8035714285714286,1.6785714285714286,4.1,0.7678571428571429,1.2,0.08928571428571429,0.6,0.41,0.634,0.163,13.1,13.1
Nene ,C,ATL,,,,,,,,,,,,,,,,,
Javonte Green,SG,BOS,3.3783783783783785,0.1891891891891892,0.5945945945945946,0.5945945945945946,2.108108108108108,0.5135135135135135,1.3243243243243243,2.6,0.5675675675675675,0.8999999999999999,0.16216216216216217,0.6,0.506,0.641,0.268,10.7,10.7
Dante Cunningham,PF,SAS,,,,,,,,,,,,,,,,,
Quincy Pondexter,SF,SAS,,,,,,,,,,,,,,,,,
Jeff Withey,C,DAL,,,,,,,,,,,,,,,,,
Trevor Booker,PF,IND,,,,,,,,,,,,,,,,,
Kyle Wiltjer,PF,TOR,,,,,,,,,,,,,,,,,
Ivan Rabb,PF,NYK,,,,,,,,,,,,,,,,,
Jaylen Adams,PG,MIL,,,,,,,,,,,,,,,,,
Zhaire Smith,SG,DET,,,,,,,,,,,,,,,,,
Saben Lee,PG,DET,,,,,,,,,,,,,,,,,
Corey Brewer,SF,SAC,,,,,,,,,,,,,,,,,
Richard Jefferson,SF,DEN,,,,,,,,,,,,,,,,,
Ryan Broekhoff,SG,PHL,,,,,,,,,,,,,,,,,
Deron Williams,PG,CLE,,,,,,,,,,,,,,,,,
Tarik Black,C,HOU,,,,,,,,,,,,,,,,,
Dee Bost,PG,FA,,,,,,,,,,,,,,,,,
Mindaugas Kuzminskas,PF,NYK,,,,,,,,,,,,,,,,,
Andrea Bargnani,PF,BKN,,,,,,,,,,,,,,,,,
Skylar Mays,SG,ATL,,,,,,,,,,,,,,,,,
Mychal Mulder,SG,GSW,,,,,,,,,,,,,,,,,
Pablo Prigioni,PG,HOU,,,,,,,,,,,,,,,,,
Tyreke Evans,SG,IND,,,,,,,,,,,,,,,,,
Nik Stauskas,SG,MIL,,,,,,,,,,,,,,,,,
Mo Williams,PG,ATL,,,,,,,,,,,,,,,,,
Chris Andersen,C,CLE,,,,,,,,,,,,,,,,,
Jarred Vanderbilt,PF,MIN,,,,,,,,,,,,,,,,,
Miye Oni,SG,UTA,,,,,,,,,,,,,,,,,
Jose Calderon,PG,DET,,,,,,,,,,,,,,,,,
Lorenzo Brown,SG,TOR,,,,,,,,,,,,,,,,,
Wade Baldwin IV,PG,IND,,,,,,,,,,,,,,,,,
Luke Babbitt,SF,MIA,,,,,,,,,,,,,,,,,
Ryan Kelly,SF,ATL,,,,,,,,,,,,,,,,,
Jason Terry,SG,MIL,,,,,,,,,,,,,,,,,
Omer Asik,C,CHI,,,,,,,,,,,,,,,,,
David West,PF,GSW,,,,,,,,,,,,,,,,,
Kelan Martin,SG,IND,5.741379310344827,0.29310344827586204,0.20689655172413793,0.7068965517241379,2.793103448275862,0.603448275862069,2.103448275862069,5.2,0.7758620689655172,0.9,0.7586206896551724,2.8000000000000003,0.403,0.867,0.271,14.4,14.4
Raymond Felton,PG,OKC,,,,,,,,,,,,,,,,,
DeVaughn Akoon-Purcell,SG,OKC,,,,,,,,,,,,,,,,,
Leandro Barbosa,SG,PHO,,,,,,,,,,,,,,,,,
Marcos Louzada Silva,SG,NOP,,,,,,,,,,,,,,,,,
Roy Hibbert,C,DEN,,,,,,,,,,,,,,,,,
Vincent Poirier,C,PHL,2.3870967741935485,0.3870967741935484,0.0967741935483871,0.3870967741935484,2.0,0.3870967741935484,1.0,2.0,0.3225806451612903,0.4,0.06451612903225806,0.1,0.496,0.787,0.5,6.8,6.800000000000001
Timofey Mozgov,C,ORL,,,,,,,,,,,,,,,,,
Drew Eubanks,PF,SAS,,,,,,,,,,,,,,,,,
Andre Ingram,SG,LAL,,,,,,,,,,,,,,,,,
Moses Brown,C,OKC,,,,,,,,,,,,,,,,,
Justinian Jessup,SG,GSW,,,,,,,,,,,,,,,,,
Jerian Grant,PG,HOU,,,,,,,,,,,,,,,,,
Mitchell Watt,PF,FA,,,,,,,,,,,,,,,,,
Jalen Harris,SG,TOR,,,,,,,,,,,,,,,,,
Andrew White III,SG,NYK,,,,,,,,,,,,,,,,,
Johnathan Motley,PF,PHO,,,,,,,,,,,,,,,,,
Jaron Blossomgame,SF,HOU,,,,,,,,,,,,,,,,,
Tyler Zeller,C,SAS,,,,,,,,,,,,,,,,,
Jay Scrubb,SG,LAC,,,,,,,,,,,,,,,,,
Luis Scola,PF,BKN,,,,,,,,,,,,,,,,,
Sasha Vujacic,SG,NYK,,,,,,,,,,,,,,,,,
Jordan Bone,PG,ORL,,,,,,,,,,,,,,,,,
Devin Harris,SG,DAL,,,,,,,,,,,,,,,,,
Omri Casspi,SF,MEM,,,,,,,,,,,,,,,,,
Sindarius Thornwell,SG,NOP,,,,,,,,,,,,,,,,,
Deonte Burton,SG,OKC,,,,,,,,,,,,,,,,,
Vit Krejci,PG,OKC,,,,,,,,,,,,,,,,,
Nigel Hayes,SF,SAC,,,,,,,,,,,,,,,,,
David Stockton,PG,LAL,,,,,,,,,,,,,,,,,
Mario Chalmers,PG,MEM,,,,,,,,,,,,,,,,,
Steve Blake,PG,DET,,,,,,,,,,,,,,,,,
Briante Weber,PG,MIA,,,,,,,,,,,,,,,,,
Isaiah Roby,PF,OKC,,,,,,,,,,,,,,,,,
Miles Plumlee,C,MEM,,,,,,,,,,,,,,,,,
Kyle Singler,SF,OKC,,,,,,,,,,,,,,,,,
Furkan Aldemir,PF,PHL,,,,,,,,,,,,,,,,,
Alexis Ajinca,C,LAC,,,,,,,,,,,,,,,,,
Chasson Randle,PG,GSW,,,,,,,,,,,,,,,,,
Julian Washburn,SF,GSW,,,,,,,,,,,,,,,,,
Vincent Edwards,SF,OKC,,,,,,,,,,,,,,,,,
Vlatko Cancar,SF,DEN,,,,,,,,,,,,,,,,,
Russ Smith,PG,MEM,,,,,,,,,,,,,,,,,
Brandon Paul,SG,SAS,,,,,,,,,,,,,,,,,
Marcelo Huertas,PG,HOU,,,,,,,,,,,,,,,,,
Lance Thomas,PF,BKN,,,,,,,,,,,,,,,,,
James Michael McAdoo,PF,PHL,,,,,,,,,,,,,,,,,
Kris Humphries,PF,PHL,,,,,,,,,,,,,,,,,
Jonathon Simmons,SF,WAS,,,,,,,,,,,,,,,,,
Channing Frye,C,CLE,,,,,,,,,,,,,,,,,
BJ Johnson,SF,MIA,,,,,,,,,,,,,,,,,
Naz Mitrou-Long,SG,IND,,,,,,,,,,,,,,,,,
Xavier Rathan-Mayes,PG,NYK,,,,,,,,,,,,,,,,,
Keith Appling,PG,ORL,,,,,,,,,,,,,,,,,
James Jones,SF,CLE,,,,,,,,,,,,,,,,,
Jaylen Hands,PG,DET,,,,,,,,,,,,,,,,,
Al Jefferson,C,IND,,,,,,,,,,,,,,,,,
